Issuer;Customer;Card;License plate No;Transactiondate;Product INV;Quantity;Gross CC;VAT;Voucher;Mileage;Corrected mileage;Additional info;Supply country;Site Town;Product DEL;Unitprice;Amount;Discount;Surcharge;VAT;Suppliercurrency;Invoice No;Invoice date;Invoiced?;VAT2010;State;Supplier;Cost 1;Cost 2;Reference No;Recordtype;Amount other;is listprice ?;Approval code;Date to;Final Trx.;LPI
710111;107248;245;BG 1576 - KU;2024-08-16 14:00:00;OMV EVRO DIZEL;39.76;7,315.84;1,219.31;00071415;0;0;                  ;SR;BUBANJ POTOK;OMV EVRO DIZEL;184.000;7,315.84;0.00;0.00;1,219.31;RSD;;;NO;NO;217;OMV-RS;;;;D;7,872.50;Yes;740042;2024-08-16;1;
710111;107248;245;BG 1576 - KU;2024-08-19 12:05:00;AdBlue;8.34;577.80;96.30;00179416;0;0;                  ;SR;BUBANJ POTOK;AdBlue;69.280;577.80;0.00;0.00;96.30;RSD;;;NO;NO;217;OMV-RS;;;;D;1,034.20;Yes;720520;2024-08-19;1;
710111;107248;245;BG 1576 - KU;2024-08-23 17:09:00;OMV EVRO DIZEL;40.67;7,361.27;1,226.88;00180371;0;0;                  ;SR;BUBANJ POTOK;OMV EVRO DIZEL;181.000;7,361.27;0.00;0.00;1,226.88;RSD;;;NO;NO;217;OMV-RS;;;;D;7,930.70;Yes;771005;2024-08-23;1;
710111;107248;245;BG 1576 - KU;2024-09-02 13:40:00;OMV EVRO DIZEL;39.48;7,659.10;;00466520;;;;SR;Belgrade;OMV EVRO DIZEL;194.000;7,659.10;;;;RSD;;;NO;;0;OMV-RS;;;;D;0.00;;734012;2024-09-02;0;
710111;107248;302;BG 2024 - OV;2024-07-23 06:54:00;OMV EVRO DIZEL;44.95;8,540.50;1,423.42;00293888;0;0;                  ;SR;NIS;OMV EVRO DIZEL;190.000;8,540.50;0.00;0.00;1,423.42;RSD;8914384142;2024-07-31;YES;NO;217;OMV-RS;;;;D;9,214.80;Yes;765429;2024-07-23;1;
710111;107248;302;BG 2024 - OV;2024-07-03 07:24:00;OMV EVRO DIZEL;46.39;9,022.86;1,503.81;00286185;0;0;                  ;SR;NIS;OMV EVRO DIZEL;194.500;9,022.86;0.00;0.00;1,503.81;RSD;8914381536;2024-07-15;YES;NO;217;OMV-RS;;;;D;9,510.00;Yes;772443;2024-07-03;1;
710111;107248;302;BG 2024 - OV;2024-07-16 10:10:00;OMV EVRO DIZEL;49.56;9,565.08;1,594.18;00291214;0;0;                  ;SR;NIS;OMV EVRO DIZEL;193.000;9,565.08;0.00;0.00;1,594.18;RSD;8914384142;2024-07-31;YES;NO;217;OMV-RS;;;;D;10,308.50;Yes;701019;2024-07-16;1;
710111;107248;302;BG 2024 - OV;2024-07-27 09:50:00;OMV EVRO DIZEL;37.51;7,014.37;1,169.06;00295513;0;0;                  ;SR;NIS;OMV EVRO DIZEL;187.000;7,014.37;0.00;0.00;1,169.06;RSD;8914384142;2024-07-31;YES;NO;217;OMV-RS;;;;D;7,577.00;Yes;795028;2024-07-27;1;
710111;107248;302;BG 2024 - OV;2024-08-06 08:23:00;AdBlue;5.89;408.06;68.01;00299260;0;0;                  ;SR;NIS;AdBlue;69.280;408.06;0.00;0.00;68.01;RSD;8914386442;2024-08-15;YES;NO;217;OMV-RS;;;;D;647.90;Yes;782331;2024-08-06;1;
710111;107248;302;BG 2024 - OV;2024-08-06 08:23:00;OMV EVRO DIZEL;46.24;8,646.88;1,441.15;00299260;0;0;                  ;SR;NIS;OMV EVRO DIZEL;187.000;8,646.88;0.00;0.00;1,441.15;RSD;8914386442;2024-08-15;YES;NO;217;OMV-RS;;;;D;9,294.20;Yes;782331;2024-08-06;1;
710111;107248;302;BG 2024 - OV;2024-08-09 13:48:00;OMV EVRO DIZEL;34.54;6,424.44;1,070.74;00300543;0;0;                  ;SR;NIS;OMV EVRO DIZEL;186.000;6,424.44;0.00;0.00;1,070.74;RSD;8914386442;2024-08-15;YES;NO;217;OMV-RS;;;;D;6,942.50;Yes;734854;2024-08-09;1;
710111;107248;302;BG 2024 - OV;2024-08-13 17:03:00;OMV EVRO DIZEL;50.50;9,292.00;1,548.67;00296188;0;0;                  ;SR;NIS 2;OMV EVRO DIZEL;184.000;9,292.00;0.00;0.00;1,548.67;RSD;8914386442;2024-08-15;YES;NO;217;OMV-RS;;;;D;9,999.00;Yes;770320;2024-08-13;1;
710111;107248;302;BG 2024 - OV;2024-08-26 07:54:00;OMV EVRO DIZEL;46.59;8,432.79;1,405.46;00306989;0;0;                  ;SR;NIS;OMV EVRO DIZEL;181.000;8,432.79;0.00;0.00;1,405.46;RSD;;;NO;NO;217;OMV-RS;;;;D;9,085.10;Yes;775453;2024-08-26;1;
710111;107248;310;BG 2045 - FC;2024-08-15 08:08:00;OMV EVRO DIZEL;38.32;7,050.88;1,175.15;00070983;87721;87721;                  ;SR;BUBANJ POTOK;OMV EVRO DIZEL;184.000;7,050.88;0.00;0.00;1,175.15;RSD;8914386442;2024-08-15;YES;NO;217;OMV-RS;;;;D;7,587.40;Yes;780830;2024-08-15;1;
710111;107248;310;BG 2045 - FC;2024-08-15 15:29:00;OMV EVRO DIZEL;33.69;6,198.96;1,033.16;00304242;88120;88120;                  ;SR;RAZANJ;OMV EVRO DIZEL;184.000;6,198.96;0.00;0.00;1,033.16;RSD;8914386442;2024-08-15;YES;NO;217;OMV-RS;;;;D;6,670.60;Yes;752918;2024-08-15;1;
710111;107248;310;BG 2045 - FC;2024-08-23 10:23:00;ED MAXXMOTION;31.74;6,567.00;1,094.50;00172783;88560;88560;                  ;SR;UZICE;ED MAXXMOTION;206.900;6,567.00;0.00;0.00;1,094.50;RSD;;;NO;NO;117;OMV-RS;;;;D;0.00;No;702335;2024-08-23;1;
710111;107248;161;BG 2622 - UX;2024-08-01 08:15:00;OMV EVRO DIZEL;45.49;8,552.12;1,425.35;00368264;252067;252067;                  ;SR;NIS 4;OMV EVRO DIZEL;188.000;8,552.12;0.00;0.00;1,425.35;RSD;8914386442;2024-08-15;YES;NO;117;OMV-RS;;;;D;9,189.00;Yes;781542;2024-08-01;1;
710111;107248;161;BG 2622 - UX;2024-07-09 08:17:00;OMV EVRO DIZEL;42.30;8,248.50;1,374.75;00358242;248896;248896;                  ;SR;NIS 4;OMV EVRO DIZEL;195.000;8,248.50;0.00;0.00;1,374.75;RSD;8914381536;2024-07-15;YES;NO;117;OMV-RS;;;;D;8,798.40;Yes;781754;2024-07-09;1;
710111;107248;161;BG 2622 - UX;2024-07-13 15:01:00;OMV EVRO DIZEL;43.42;8,423.48;1,403.91;00360283;249602;249602;                  ;SR;NIS 4;OMV EVRO DIZEL;194.000;8,423.48;0.00;0.00;1,403.91;RSD;8914381536;2024-07-15;YES;NO;117;OMV-RS;;;;D;9,031.40;Yes;750147;2024-07-13;1;
710111;107248;161;BG 2622 - UX;2024-07-22 00:27:00;OMV EVRO DIZEL;41.19;7,826.10;1,304.35;00279945;250463;250463;                  ;SR;TRSTENIK;OMV EVRO DIZEL;190.000;7,826.10;0.00;0.00;1,304.35;RSD;8914384142;2024-07-31;YES;NO;117;OMV-RS;;;;D;8,444.00;Yes;702750;2024-07-22;1;
710111;107248;161;BG 2622 - UX;2024-07-25 15:35:00;OMV EVRO DIZEL;47.45;9,015.50;1,502.58;00365477;251252;251252;                  ;SR;NIS 4;OMV EVRO DIZEL;190.000;9,015.50;0.00;0.00;1,502.58;RSD;8914384142;2024-07-31;YES;NO;117;OMV-RS;;;;D;9,727.30;Yes;753548;2024-07-25;1;
710111;107248;161;BG 2622 - UX;2024-08-23 13:13:00;OMV EVRO DIZEL;48.48;8,871.84;1,478.64;00267887;252950;252950;                  ;SR;GRADINA;OMV EVRO DIZEL;183.000;8,871.84;0.00;0.00;1,478.64;RSD;;;NO;NO;217;OMV-RS;;;;D;9,599.00;Yes;731350;2024-08-23;1;
710111;107248;419;BG 1053 - TC;2024-08-28 16:53:00;OMV EVRO DIZEL;35.80;6,479.80;1,079.97;00415009;0;0;                  ;SR;BULEVAR;OMV EVRO DIZEL;181.000;6,479.80;0.00;0.00;1,079.97;RSD;;;NO;NO;117;OMV-RS;;;;D;6,981.00;Yes;765327;2024-08-28;1;
710111;107248;419;BG 1053 - TC;2024-07-07 14:12:00;OMV EVRO DIZEL;38.17;7,538.58;1,256.43;00386820;0;0;                  ;SR;BULEVAR;OMV EVRO DIZEL;197.500;7,538.58;0.00;0.00;1,256.43;RSD;8914381536;2024-07-15;YES;NO;117;OMV-RS;;;;D;7,939.40;Yes;741223;2024-07-07;1;
710111;107248;419;BG 1053 - TC;2024-07-15 19:24:00;OMV EVRO DIZEL;38.51;7,470.94;1,245.16;00391580;0;0;                  ;SR;BULEVAR;OMV EVRO DIZEL;194.000;7,470.94;0.00;0.00;1,245.16;RSD;8914381536;2024-07-15;YES;NO;117;OMV-RS;;;;D;8,010.10;Yes;792455;2024-07-15;1;
710111;107248;419;BG 1053 - TC;2024-07-18 18:40:00;ED MAXXMOTION;22.46;4,871.60;811.93;00393287;0;0;                  ;SR;BULEVAR;ED MAXXMOTION;216.901;4,871.60;0.00;0.00;811.93;RSD;8914384142;2024-07-31;YES;NO;117;OMV-RS;;;;D;0.00;No;784043;2024-07-18;1;
710111;107248;419;BG 1053 - TC;2024-07-24 07:52:00;ED MAXXMOTION;36.88;7,888.60;1,314.77;00396203;0;0;                  ;SR;BULEVAR;ED MAXXMOTION;213.899;7,888.60;0.00;0.00;1,314.77;RSD;8914384142;2024-07-31;YES;NO;117;OMV-RS;;;;D;0.00;No;775306;2024-07-24;1;
710111;107248;419;BG 1053 - TC;2024-07-26 07:45:00;ED MAXXMOTION;27.90;5,967.80;994.63;00397217;0;0;                  ;SR;BULEVAR;ED MAXXMOTION;213.900;5,967.80;0.00;0.00;994.63;RSD;8914384142;2024-07-31;YES;NO;117;OMV-RS;;;;D;0.00;No;774521;2024-07-26;1;
710111;107248;419;BG 1053 - TC;2024-07-30 07:40:00;ED MAXXMOTION;36.41;7,678.90;1,279.82;00399217;0;0;                  ;SR;BULEVAR;ED MAXXMOTION;210.901;7,678.90;0.00;0.00;1,279.82;RSD;8914384142;2024-07-31;YES;NO;117;OMV-RS;;;;D;0.00;No;774021;2024-07-30;1;
710111;107248;419;BG 1053 - TC;2024-08-01 16:46:00;ED MAXXMOTION;37.07;7,818.10;1,303.02;00400528;0;0;                  ;SR;BULEVAR;ED MAXXMOTION;210.901;7,818.10;0.00;0.00;1,303.02;RSD;8914386442;2024-08-15;YES;NO;117;OMV-RS;;;;D;0.00;No;764657;2024-08-01;1;
710111;107248;419;BG 1053 - TC;2024-08-05 18:12:00;ED MAXXMOTION;32.22;6,763.00;1,127.17;00402704;0;0;                  ;SR;BULEVAR;ED MAXXMOTION;209.901;6,763.00;0.00;0.00;1,127.17;RSD;8914386442;2024-08-15;YES;NO;117;OMV-RS;;;;D;0.00;No;781311;2024-08-05;1;
710111;107248;419;BG 1053 - TC;2024-08-08 17:16:00;ED MAXXMOTION;31.97;6,710.50;1,118.42;00404185;0;0;                  ;SR;BULEVAR;ED MAXXMOTION;209.900;6,710.50;0.00;0.00;1,118.42;RSD;8914386442;2024-08-15;YES;NO;117;OMV-RS;;;;D;0.00;No;771634;2024-08-08;1;
710111;107248;419;BG 1053 - TC;2024-08-13 17:17:00;ED MAXXMOTION;33.85;7,003.60;1,167.27;00012634;0;0;                  ;SR;BULEVAR;ED MAXXMOTION;206.901;7,003.60;0.00;0.00;1,167.27;RSD;8914386442;2024-08-15;YES;NO;117;OMV-RS;;;;D;0.00;No;771758;2024-08-13;1;
710111;107248;419;BG 1053 - TC;2024-08-16 08:20:00;ED MAXXMOTION;35.09;7,260.10;1,210.02;00507779;0;0;                  ;SR;ADA CIGANLIJA;ED MAXXMOTION;206.899;7,260.10;0.00;0.00;1,210.02;RSD;;;NO;NO;217;OMV-RS;;;;D;0.00;No;782026;2024-08-16;1;
710111;107248;419;BG 1053 - TC;2024-08-20 16:55:00;ED MAXXMOTION;32.75;6,776.00;1,129.33;00410753;0;0;                  ;SR;BULEVAR;ED MAXXMOTION;206.901;6,776.00;0.00;0.00;1,129.33;RSD;;;NO;NO;117;OMV-RS;;;;D;0.00;No;765512;2024-08-20;1;
710111;107248;419;BG 1053 - TC;2024-08-23 08:09:00;ED MAXXMOTION;34.47;7,131.80;1,188.63;00412127;0;0;                  ;SR;BULEVAR;ED MAXXMOTION;206.899;7,131.80;0.00;0.00;1,188.63;RSD;;;NO;NO;117;OMV-RS;;;;D;0.00;No;780905;2024-08-23;1;
710111;107248;21;BG 1008 - VA;2024-08-14 11:49:00;ED MAXXMOTION;48.35;10,003.60;1,667.27;00506602;0;0;                  ;SR;ADA CIGANLIJA;ED MAXXMOTION;206.900;10,003.60;0.00;0.00;1,667.27;RSD;8914386442;2024-08-15;YES;NO;217;OMV-RS;;;;D;0.00;No;714936;2024-08-14;1;
710111;107248;112;BG 593 - SZ;2024-07-05 14:14:00;OMV EVRO DIZEL;48.78;9,487.71;1,581.28;00084675;280700;280700;                  ;SR;CACAK;OMV EVRO DIZEL;194.500;9,487.71;0.00;0.00;1,581.28;RSD;8914381536;2024-07-15;YES;NO;217;OMV-RS;;;;D;10,000.00;Yes;741447;2024-07-05;1;
710111;107248;112;BG 593 - SZ;2024-07-12 17:20:00;OMV EVRO DIZEL;40.85;7,965.75;1,327.62;00422754;281345;281345;                  ;SR;OBILAZNICA 1;OMV EVRO DIZEL;195.000;7,965.75;0.00;0.00;1,327.62;RSD;8914381536;2024-07-15;YES;NO;217;OMV-RS;;;;D;8,496.80;Yes;772043;2024-07-12;1;
710111;107248;112;BG 593 - SZ;2024-07-26 15:18:00;OMV EVRO DIZEL;44.54;8,328.98;1,388.16;00208567;282142;282142;                  ;SR;CACAK;OMV EVRO DIZEL;187.000;8,328.98;0.00;0.00;1,388.16;RSD;8914384142;2024-07-31;YES;NO;217;OMV-RS;;;;D;8,997.10;Yes;751835;2024-07-26;1;
710111;107248;211;BG 2634 - LZ;2024-07-04 07:30:00;OMV EVRO DIZEL;41.48;8,067.86;1,344.64;00286540;136168;136168;                  ;SR;NIS;OMV EVRO DIZEL;194.500;8,067.86;0.00;0.00;1,344.64;RSD;8914381536;2024-07-15;YES;NO;217;OMV-RS;;;;D;8,503.40;Yes;773027;2024-07-04;1;
710111;107248;211;BG 2634 - LZ;2024-07-10 08:59:00;OMV EVRO DIZEL;45.79;8,929.05;1,488.17;00138509;237012;237012;                  ;SR;LESKOVAC;OMV EVRO DIZEL;195.000;8,929.05;0.00;0.00;1,488.17;RSD;8914381536;2024-07-15;YES;NO;117;OMV-RS;;;;D;9,524.30;Yes;785948;2024-07-10;1;
710111;107248;211;BG 2634 - LZ;2024-07-16 09:08:00;OMV EVRO DIZEL;43.99;8,490.07;1,415.01;00139506;237830;237830;                  ;SR;LESKOVAC;OMV EVRO DIZEL;193.000;8,490.07;0.00;0.00;1,415.01;RSD;8914384142;2024-07-31;YES;NO;117;OMV-RS;;;;D;9,149.90;Yes;790844;2024-07-16;1;
710111;107248;211;BG 2634 - LZ;2024-08-05 10:45:00;OMV EVRO DIZEL;48.61;9,090.07;1,515.01;00143197;238662;238662;                  ;SR;LESKOVAC;OMV EVRO DIZEL;187.000;9,090.07;0.00;0.00;1,515.01;RSD;8914386442;2024-08-15;YES;NO;117;OMV-RS;;;;D;9,770.60;Yes;704607;2024-08-05;1;
710111;107248;211;BG 2634 - LZ;2024-08-12 08:58:00;OMV EVRO DIZEL;42.78;7,871.52;1,311.92;00144625;239536;239536;                  ;SR;LESKOVAC;OMV EVRO DIZEL;184.000;7,957.08;0.00;0.00;1,311.92;RSD;8914386442;2024-08-15;YES;NO;117;OMV-RS;;;;D;8,470.40;Yes;785825;2024-08-12;1;
710111;107248;211;BG 2634 - LZ;2024-08-16 14:20:00;OMV EVRO DIZEL;44.95;8,270.80;1,378.47;00145525;240367;240367;                  ;SR;LESKOVAC;OMV EVRO DIZEL;184.000;8,270.80;0.00;0.00;1,378.47;RSD;;;NO;NO;117;OMV-RS;;;;D;8,900.10;Yes;742105;2024-08-16;1;
710111;107248;211;BG 2634 - LZ;2024-08-26 09:05:00;OMV EVRO DIZEL;47.95;8,678.95;1,446.49;00147305;241295;241295;                  ;SR;LESKOVAC;OMV EVRO DIZEL;181.000;8,678.95;0.00;0.00;1,446.49;RSD;;;NO;NO;117;OMV-RS;;;;D;9,350.30;Yes;790551;2024-08-26;1;
710111;107248;260;BG 2018 - RP;2024-08-18 07:38:00;OMV EVRO DIZEL;39.06;7,187.04;1,197.84;00145835;146469;146469;                  ;SR;LESKOVAC;OMV EVRO DIZEL;184.000;7,187.04;0.00;0.00;1,197.84;RSD;;;NO;NO;117;OMV-RS;;;;D;7,733.90;Yes;773827;2024-08-18;1;
710111;107248;260;BG 2018 - RP;2024-07-08 20:24:00;OMV EVRO DIZEL;39.13;7,728.18;1,288.03;00264181;143119;143119;                  ;SR;LESKOVAC;OMV EVRO DIZEL;197.500;7,728.18;0.00;0.00;1,288.03;RSD;8914381536;2024-07-15;YES;NO;117;OMV-RS;;;;D;8,139.00;Yes;702452;2024-07-08;1;
710111;107248;260;BG 2018 - RP;2024-07-20 08:34:00;OMV EVRO DIZEL;36.89;7,009.10;1,168.18;00140318;142916;142916;                  ;SR;LESKOVAC;OMV EVRO DIZEL;190.000;7,009.10;0.00;0.00;1,168.18;RSD;8914384142;2024-07-31;YES;NO;117;OMV-RS;;;;D;7,562.50;Yes;783505;2024-07-20;1;
710111;107248;260;BG 2018 - RP;2024-07-26 15:14:00;OMV EVRO DIZEL;40.79;7,627.73;1,271.29;00270892;144801;144801;                  ;SR;LESKOVAC;OMV EVRO DIZEL;187.000;7,627.73;0.00;0.00;1,271.29;RSD;8914384142;2024-07-31;YES;NO;117;OMV-RS;;;;D;8,239.60;Yes;751417;2024-07-26;1;
710111;107248;260;BG 2018 - RP;2024-08-07 06:51:00;OMV EVRO DIZEL;40.54;7,580.98;1,263.50;00275083;145679;145679;                  ;SR;LESKOVAC;OMV EVRO DIZEL;187.000;7,580.98;0.00;0.00;1,263.50;RSD;8914386442;2024-08-15;YES;NO;117;OMV-RS;;;;D;8,148.50;Yes;765154;2024-08-07;1;
710111;107248;260;BG 2018 - RP;2024-08-24 13:34:00;OMV EVRO DIZEL;39.17;7,089.77;1,181.63;00147050;147291;147291;                  ;SR;LESKOVAC;OMV EVRO DIZEL;181.000;7,089.77;0.00;0.00;1,181.63;RSD;;;NO;NO;117;OMV-RS;;;;D;7,638.20;Yes;733503;2024-08-24;1;
710111;107248;260;BG 2018 - RP;2024-09-02 09:06:00;OMV EVRO DIZEL;39.53;7,668.80;;00284447;148167;148167;;SR;Leskovac;OMV EVRO DIZEL;194.000;7,668.80;;;;RSD;;;NO;;0;OMV-RS;;;;D;0.00;;790700;2024-09-02;0;
710111;107248;336;BG 2305 - UK;2024-07-05 06:46:00;OMV EVRO DIZEL;33.15;6,447.68;1,074.61;00437249;0;0;                  ;SR;JURIJA GAGARINA;OMV EVRO DIZEL;194.500;6,447.68;0.00;0.00;1,074.61;RSD;8914381536;2024-07-15;YES;NO;217;OMV-RS;;;;D;6,795.80;Yes;764638;2024-07-05;1;
710111;107248;336;BG 2305 - UK;2024-07-22 08:35:00;OMV EVRO DIZEL;34.08;6,475.20;1,079.20;00448142;0;0;                  ;SR;JURIJA GAGARINA;OMV EVRO DIZEL;190.000;6,475.20;0.00;0.00;1,079.20;RSD;8914384142;2024-07-31;YES;NO;217;OMV-RS;;;;D;6,986.40;Yes;783517;2024-07-22;1;
710111;107248;336;BG 2305 - UK;2024-07-23 15:33:00;OMV EVRO DIZEL;32.43;6,161.70;1,026.95;00251384;0;0;                  ;SR;DOLJEVAC;OMV EVRO DIZEL;190.000;6,161.70;0.00;0.00;1,026.95;RSD;8914384142;2024-07-31;YES;NO;217;OMV-RS;;;;D;6,648.20;Yes;753401;2024-07-23;1;
710111;107248;336;BG 2305 - UK;2024-08-15 08:43:00;OMV EVRO DIZEL;28.55;5,253.20;875.53;00025691;0;0;                  ;SR;KRNJACA;OMV EVRO DIZEL;184.000;5,253.20;0.00;0.00;875.53;RSD;8914386442;2024-08-15;YES;NO;217;OMV-RS;;;;D;5,652.90;Yes;784319;2024-08-15;1;
710111;107248;336;BG 2305 - UK;2024-08-22 14:58:00;OMV EVRO DIZEL;27.28;5,019.52;836.59;00003009;0;0;                  ;SR;DOBANOVCI-SURCIN;OMV EVRO DIZEL;184.000;5,019.52;0.00;0.00;836.59;RSD;;;NO;NO;217;OMV-RS;;;;D;5,401.40;Yes;745821;2024-08-22;1;
710111;107248;336;BG 2305 - UK;2024-08-29 06:48:00;OMV EVRO DIZEL;34.45;6,235.45;1,039.24;00471883;0;0;                  ;SR;JURIJA GAGARINA;OMV EVRO DIZEL;181.000;6,235.45;0.00;0.00;1,039.24;RSD;;;NO;NO;217;OMV-RS;;;;D;6,717.80;Yes;764831;2024-08-29;1;
710111;107248;88;BG 943 - TU;2024-08-09 16:51:00;ED MAXXMOTION;42.18;8,727.00;1,454.50;00333868;0;0;                  ;SR;PANCEVO 1;ED MAXXMOTION;206.899;8,727.00;0.00;0.00;1,454.50;RSD;8914386442;2024-08-15;YES;NO;117;OMV-RS;;;;D;0.00;No;765208;2024-08-09;1;
710111;107248;88;BG 943 - TU;2024-07-17 06:15:00;ED MAXXMOTION;49.74;10,788.60;1,798.10;00321545;0;0;                  ;SR;PANCEVO 1;ED MAXXMOTION;216.900;10,788.60;0.00;0.00;1,798.10;RSD;8914384142;2024-07-31;YES;NO;117;OMV-RS;;;;D;0.00;No;761519;2024-07-17;1;
710111;107248;88;BG 943 - TU;2024-08-22 06:19:00;ED MAXXMOTION;52.55;10,872.60;1,812.10;00339963;0;0;                  ;SR;PANCEVO 1;ED MAXXMOTION;206.900;10,872.60;0.00;0.00;1,812.10;RSD;;;NO;NO;117;OMV-RS;;;;D;0.00;No;762001;2024-08-22;1;
710111;107248;534;BG 1201 IA;2024-07-19 07:41:00;OMV EVRO DIZEL;28.03;5,381.76;896.96;00386897;170608;170608;                  ;SR;VRANJE;OMV EVRO DIZEL;192.000;5,381.76;0.00;0.00;896.96;RSD;8914384142;2024-07-31;YES;NO;117;OMV-RS;;;;D;5,830.20;Yes;774130;2024-07-19;1;
710111;107248;534;BG 1201 IA;2024-07-04 07:33:00;OMV EVRO DIZEL;36.50;7,099.25;1,183.21;00378431;169691;169691;                  ;SR;VRANJE;OMV EVRO DIZEL;194.500;7,099.25;0.00;0.00;1,183.21;RSD;8914381536;2024-07-15;YES;NO;117;OMV-RS;;;;D;7,482.50;Yes;773340;2024-07-04;1;
710111;107248;534;BG 1201 IA;2024-07-12 06:23:00;OMV EVRO DIZEL;30.24;5,896.80;982.80;00382831;170096;170096;                  ;SR;VRANJE;OMV EVRO DIZEL;195.000;5,896.80;0.00;0.00;982.80;RSD;8914381536;2024-07-15;YES;NO;117;OMV-RS;;;;D;6,289.90;Yes;762358;2024-07-12;1;
710111;107248;534;BG 1201 IA;2024-07-29 07:34:00;OMV EVRO DIZEL;34.19;6,393.53;1,065.59;00393084;171200;171200;                  ;SR;VRANJE;OMV EVRO DIZEL;187.000;6,393.53;0.00;0.00;1,065.59;RSD;8914384142;2024-07-31;YES;NO;117;OMV-RS;;;;D;6,906.40;Yes;773447;2024-07-29;1;
